Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,sanitized_transaction_id,mhy_idr_merchandise_hie,tpc_idr_touchpoint_channel_type,but_num_business_unit,the_to_type,tdt_type_detail,mdl_label,family_label,dpt_label,qty,turnover,sanitized_ticket_number,title,body,note,published_at,translated_body,translated_title,translated,text,label,topics
186,186,186,186,/ACxU2Mk1TsFeAMW/vUjFEAOxH89/Qm25HMKJjLQ8z4=,1,10,256.0,offline,sale,LS WINDBRAKER ROADR 500 M WINDBREAKER BL,RAIN WIN CUT RD,ROAD BIKE AND E,1,19.99,/ACxU2Mk1TsFeAMW/vUjFEAOxH89/Qm25HMKJjLQ8z4=,Uitstekend.,Houd de wind goed tegen en ventileert ook prima.,5,2022-10-16 22:26:20,,,Excellent.. Blocks the wind well and also ventilates well.,Uitstekend.. Houd de wind goed tegen en ventileert ook prima.,Biking,1
197,197,197,197,iX2qA2Hgi4ycNUri/msPONsvFvjKbAqB7/1GFEpCM4M=,1,10,2224.0,offline,sale,SHORT ERGO BAR ENDS,BIKE STEERING,TYRES/SPARE/CAR,1,11.99,iX2qA2Hgi4ycNUri/msPONsvFvjKbAqB7/1GFEpCM4M=,,Kom er meer voor mountainbike onderdelen.Heb zelf de winkel niet verder doorgelopen om te kijken of ze nog meer interessante dingen hebben die voor mij ook aantrekkelijk kunnen zijn.Kom ook vaak in Leeuwarden bij Decathlon.,4,2022-08-05 12:51:56,,,. Come more often for mountain bike parts. I haven't walked through the store to see if they have any more interesting things that might be attractive to me. I also often visit Decathlon in Leeuwarden.,. Kom er meer voor mountainbike onderdelen.Heb zelf de winkel niet verder doorgelopen om te kijken of ze nog meer interessante dingen hebben die voor mij ook aantrekkelijk kunnen zijn.Kom ook vaak in Leeuwarden bij Decathlon.,Biking,6
198,198,198,198,ipfeIIcavbS4ifqJsB7GTUSlqnlxGDp+G9VioOC36mc=,1,10,1088.0,offline,sale,"SEATPOST 27,2MM AND 29 TO 31,8",BIKE SADDLES,TYRES/SPARE/CAR,1,19.99,ipfeIIcavbS4ifqJsB7GTUSlqnlxGDp+G9VioOC36mc=,,Nvt,5,2022-10-05 13:46:04,,,. N/A,. Nvt,Biking,0
232,232,232,232,V9ft2xAQCf0DUJkzM7HdJNI1rZX2UzBnEIUVwZ6Rl6I=,1,10,2092.0,offline,sale,MTB HELMET ST 500 BLACK,HELMET MTB,MTB BIKES AND E,1,34.99,V9ft2xAQCf0DUJkzM7HdJNI1rZX2UzBnEIUVwZ6Rl6I=,,"Mooie ruime winkel, met een goed assortiment. Het personeel staat klaar om je te helpen, zonder zich op te dringen.",5,2022-03-28 18:14:38,,,. Nice spacious store with a good range. The staff is ready to help you without being intrusive.,". Mooie ruime winkel, met een goed assortiment. Het personeel staat klaar om je te helpen, zonder zich op te dringen.",Biking,1
233,233,233,233,sqwwd79LCTRFT+WOBMs5Sgo11gVbwrRTaN129svdXNU=,1,10,2093.0,offline,sale,BIKE SOCKS 900 WINTER BLACK,WINTER RD SOCKS,ROAD BIKE AND E,1,14.99,sqwwd79LCTRFT+WOBMs5Sgo11gVbwrRTaN129svdXNU=,,.,3,2023-01-03 10:53:10,,,,. .,Biking,0
247,247,247,247,HCWFQhMeaEgfd/ODjOeIFOIV3s4R5aJrYADV/7f1hbs=,1,10,664.0,offline,sale,"12X1,4-1,9 S",BIKE INNER TUBE,TYRES/SPARE/CAR,1,3.19,HCWFQhMeaEgfd/ODjOeIFOIV3s4R5aJrYADV/7f1hbs=,Fijne fietsband voor een leuke prijs,"Goede fietsband, ook geschikt voor fietsjes die niet van de Decathlon afkomstig zijn.",4,2022-05-05 13:16:03,,,"Nice bicycle tire for a nice price. Good bicycle tire, also suitable for bicycles that do not come from Decathlon.","Fijne fietsband voor een leuke prijs. Goede fietsband, ook geschikt voor fietsjes die niet van de Decathlon afkomstig zijn.",Biking,6
248,248,248,248,/fegw7BC0B2DJaQS1QD+CZk8tVCHeEHKIxtiWzQ0he8=,1,10,2093.0,offline,sale,SADDLE COVER ERGO  500 M BLACK,BIKE SADDLES,TYRES/SPARE/CAR,2,19.98,/fegw7BC0B2DJaQS1QD+CZk8tVCHeEHKIxtiWzQ0he8=,Heel goed,Prima,4,2023-07-17 22:31:43,,,Very good. Fine,Heel goed. Prima,Biking,1
249,249,249,249,UtrRK2eYWLSfI6zE27sa1xyBD0ISi9dlT0YFkEvdJcQ=,1,10,346.0,offline,sale,FREEWHEEL PULLER BIKE,BIK MAINTE TOOL,TYRES/SPARE/CAR,1,9.99,UtrRK2eYWLSfI6zE27sa1xyBD0ISi9dlT0YFkEvdJcQ=,,"Vriendelijke medewerkers, ruim assortiment, (hoewel er ook veel onderdelen uitverkocht waren).Prijs/kwaliteit is goed.",5,2023-08-03 08:16:12,,,". Friendly employees, wide range (although many parts were sold out). Price/quality is good.",". Vriendelijke medewerkers, ruim assortiment, (hoewel er ook veel onderdelen uitverkocht waren).Prijs/kwaliteit is goed.",Biking,1
275,275,275,275,8IokhZUAaxgVegYsdGFFRW9ctBJj2hog2nzJUD+Afyc=,1,10,2013.0,offline,sale,CYCLING BOTTLE ISOTHERME 450ML,BOTTLE/CAGE,BIKE ACCESSORIE,1,5.99,8IokhZUAaxgVegYsdGFFRW9ctBJj2hog2nzJUD+Afyc=,,Prima en snel,5,2022-05-02 09:18:46,,,. Fine and fast,. Prima en snel,Biking,4
276,276,276,276,HCWnNCpaoMJ4YXcSgTLA7ulVCaQPzrbYjbsKADP1yC8=,1,10,1088.0,offline,sale,HAND PUMP 100,BIKE PUMPS,BIKE ACCESSORIE,1,6.99,HCWnNCpaoMJ4YXcSgTLA7ulVCaQPzrbYjbsKADP1yC8=,,Ik vindt alleen jammer dat er ook personeel in de winkel werkt dat geen Nederlands kan of spreekt en alleen Engels spreekt en dan sta je daar,4,2023-07-30 06:50:19,,,. I just think it's a shame that there are also staff working in the store who cannot or do not speak Dutch and only speak English and then you stand there,. Ik vindt alleen jammer dat er ook personeel in de winkel werkt dat geen Nederlands kan of spreekt en alleen Engels spreekt en dan sta je daar,Biking,3
277,277,277,277,vRQ7KlGKzXCibPbwSGRE3l2D9deI8ZoeGuD9u0/H6eo=,2,8,896.0,offline,sale,SYSSA RACE ELITE SILVER 750ML,BOTTLE/CAGE,BIKE ACCESSORIE,1,12.99,vRQ7KlGKzXCibPbwSGRE3l2D9deI8ZoeGuD9u0/H6eo=,Perfecte bidon,Uitstekende bidon. Ik gebruik hem tijdens het mountainbiken. Geen bijsmaken en een heel handig systeem dat de drinktuit tegen modder en andere viezigheid beschermd maar toch eenvoudig toegankelijk blijft. Licht maar sterk. Prima ding met voldoende inhoud.,5,2022-12-27 09:35:15,,,Perfect water bottle. Excellent water bottle. I use it while mountain biking. No aftertastes and a very handy system that protects the drinking spout against mud and other dirt but still remains easily accessible. Light but strong. Great thing with sufficient content.,Perfecte bidon. Uitstekende bidon. Ik gebruik hem tijdens het mountainbiken. Geen bijsmaken en een heel handig systeem dat de drinktuit tegen modder en andere viezigheid beschermd maar toch eenvoudig toegankelijk blijft. Licht maar sterk. Prima ding met voldoende inhoud.,Biking,6
278,278,278,278,T6ifdQsEY2kHYjDEoC+rKviFe1GCc8uERL65WKGEkSs=,1,8,256.0,offline,return,BIKE PLATEFORME 500,BIKE RACKS,BIKE ACCESSORIE,-1,-29.99,T6ifdQsEY2kHYjDEoC+rKviFe1GCc8uERL65WKGEkSs=,,Ze stonden met te weinig personeel waardoor er niet genoeg tijd was om ons goed te adviseren.Waardoor we niet de goede artikrlennzijn besteld voor ons.,3,2022-05-10 08:30:48,,,". They had too few staff, so there was not enough time to properly advise us. As a result, we did not order the right items for us.",. Ze stonden met te weinig personeel waardoor er niet genoeg tijd was om ons goed te adviseren.Waardoor we niet de goede artikrlennzijn besteld voor ons.,Biking,3
284,284,284,284,yCoMufwEKjoWwnlCLZt8wJUWAO3WxsJ9+6LjW0wCbss=,1,10,2224.0,offline,sale,DOLL CARRIER REINFORCED PINK,KIDS LEARN ACC,KID CYCLING AND,1,11.99,yCoMufwEKjoWwnlCLZt8wJUWAO3WxsJ9+6LjW0wCbss=,,Vriendelijk man en heel behulp vaardig,5,2023-12-08 16:40:14,,,. Friendly man and very helpful,. Vriendelijk man en heel behulp vaardig,Biking,3
300,300,300,300,UxT0uGmpArE4CWICxT7YgbzMJfsX360D8ldLIhvost4=,1,10,1088.0,offline,sale,SGN 100 LONG B'TWIN,CYCL VISIB ACC,URBAN/FOLDING B,2,7.98,UxT0uGmpArE4CWICxT7YgbzMJfsX360D8ldLIhvost4=,Prima spul,Makkelijk om te doen,5,2022-11-29 17:21:45,,,Great stuff. Easy to do,Prima spul. Makkelijk om te doen,Biking,1
301,301,301,301,UxT0uGmpArE4CWICxT7YgbzMJfsX360D8ldLIhvost4=,1,10,1088.0,offline,sale,SGN 100 LONG B'TWIN,CYCL VISIB ACC,URBAN/FOLDING B,2,7.98,UxT0uGmpArE4CWICxT7YgbzMJfsX360D8ldLIhvost4=,,Vond meteen wat ik moest hebben. Helemaal goed.,5,2022-11-29 17:20:59,,,. Immediately found what I needed. Entirely right.,. Vond meteen wat ik moest hebben. Helemaal goed.,Biking,2
302,302,302,302,H5l/13b4S/+KRMViSML/Y/Z6eoc9tuakV8LF6Yj2QbY=,1,10,256.0,offline,sale,VELO VILLE ELOPS 120 LF,URBAN TRAD BIK,URBAN/FOLDING B,1,299.99,H5l/13b4S/+KRMViSML/Y/Z6eoc9tuakV8LF6Yj2QbY=,Useful,It is suitable for daily use.,5,2023-09-28 00:04:44,,,Useful. It is suitable for daily use.,Useful. It is suitable for daily use.,Biking,0
303,303,303,303,TbD0iZxUVOdl5XZqyZesA/MChXpZPRBRMyXpjzB2dhA=,1,10,2227.0,offline,sale,OVERPANT CITY 540 W,RAIN WEATH APP,URBAN/FOLDING B,1,49.99,TbD0iZxUVOdl5XZqyZesA/MChXpZPRBRMyXpjzB2dhA=,,Best,5,2023-11-16 00:31:43,,,. Best,. Best,Biking,1
322,322,322,322,BeNVoawPwj3NBMQLmBhBg5U9iu0TJ2np+0HyEz+tqBg=,1,10,256.0,offline,sale,SADDLE BAG EASY M BLACK,BIKE SADDLE BAG,BIKE ACCESSORIE,1,11.99,BeNVoawPwj3NBMQLmBhBg5U9iu0TJ2np+0HyEz+tqBg=,,Helaas zijn er veel producten regelmatig niet aanwezig.,5,2023-01-06 09:07:19,,,". Unfortunately, many products are regularly not available.",. Helaas zijn er veel producten regelmatig niet aanwezig.,Biking,0
323,323,323,323,H4L9nUvqRG0pSHpFLn81TNw+AZG6FI6n8XqJJf3uYIY=,1,10,256.0,offline,sale,SET BIKE LIGHT ST 920 .,LIGHTS,BIKE ACCESSORIE,1,39.99,H4L9nUvqRG0pSHpFLn81TNw+AZG6FI6n8XqJJf3uYIY=,,Mijn mening geldt alleen voor het filiaal in Amsterdam (Arena). Wat een puinhoop is dat vergeleken met het filiaal bij de Wall.,5,2023-07-29 16:00:03,,,. My opinion only applies to the branch in Amsterdam (Arena). What a mess that is compared to the branch at the Wall.,. Mijn mening geldt alleen voor het filiaal in Amsterdam (Arena). Wat een puinhoop is dat vergeleken met het filiaal bij de Wall.,Biking,3
324,324,324,324,XeC64C2V2H7+ir32EvncJ+DFcuTsv1nuf+49hNODwzM=,2,8,346.0,offline,sale,"SET S-BOARD AND S-BLADE 28""""",RD BIKES MUDG,BIKE ACCESSORIE,1,21.99,XeC64C2V2H7+ir32EvncJ+DFcuTsv1nuf+49hNODwzM=,,"Was op zoek naar een spatbord voor de racefiets en ben bij de werkplaats goed en vakkundig geholpen,dank daarvoor.",4,2023-03-03 11:39:25,,,". I was looking for a mudguard for my racing bike and I received good and professional help at the workshop, thank you for that.",". Was op zoek naar een spatbord voor de racefiets en ben bij de werkplaats goed en vakkundig geholpen,dank daarvoor.",Biking,1
329,329,329,329,BPxnMniWIg4LdJ4R6PD2WlZCJyRG18715WfHTPnrRhw=,1,10,2095.0,offline,sale,"24"""" ST 500 BLACK",JR MTB BIKES,KID CYCLING AND,1,219.99,BPxnMniWIg4LdJ4R6PD2WlZCJyRG18715WfHTPnrRhw=,,De fiets zou zaterdag klaar zijn helaas geen reactie.Geprobeerd het filiaal te bellen ook geen reactie wordt niet op genomen.Zondag weer de telefoon gepakt wederom wordt deze niet opgenomen.Ondanks dat het personeel in de winkel vriendelijk is moeten ze telefonisch nog een hoop regelen.Ook zou het voor het personeel op de fiets afdeling fijn zijn als hij niet alleen staat op drukke dagen. De beste man had het veel te druk die vrijdag waardoor mensen in de winkel ook lang moeten wacht.,2,2022-08-04 13:19:23,,,". The bike was supposed to be ready on Saturday, unfortunately no response. Tried to call the branch, no response, no response. Picked up the phone again on Sunday and again it was not answered. Although the staff in the store is friendly, they still have to arrange a lot by telephone. It would also be nice for the staff in the bicycle department if he was not alone on busy days. The best man was much too busy that Friday, which meant that people had to wait a long time in the store.",. De fiets zou zaterdag klaar zijn helaas geen reactie.Geprobeerd het filiaal te bellen ook geen reactie wordt niet op genomen.Zondag weer de telefoon gepakt wederom wordt deze niet opgenomen.Ondanks dat het personeel in de winkel vriendelijk is moeten ze telefonisch nog een hoop regelen.Ook zou het voor het personeel op de fiets afdeling fijn zijn als hij niet alleen staat op drukke dagen. De beste man had het veel te druk die vrijdag waardoor mensen in de winkel ook lang moeten wacht.,Biking,0
330,330,330,330,bvIsDmkOY+MSqkFrAFUDixW7J5RMHyc8ra3XanckuMU=,1,10,256.0,offline,sale,"14"""" BIKE UNICORN 500",3-5 BIKES,KID CYCLING AND,1,139.99,bvIsDmkOY+MSqkFrAFUDixW7J5RMHyc8ra3XanckuMU=,,We hebben een fietsje voor onze kleindochter gekocht en werden heel goed geholpen door een grote jongen die nog niet heel erg goed Nederlands sprak maar ontzettend zijn best deed om dat zo goed mogelijk te doen en ons alles goed uitlegde. Ook de jongen die de fiets klaar ging maken was erg aardig en behulpzaam.,5,2023-11-11 13:07:54,,,. We bought a bicycle for our granddaughter and were helped very well by a big boy who did not speak Dutch very well but did his very best to do so as well as possible and explained everything well to us. The boy who prepared the bike was also very nice and helpful.,. We hebben een fietsje voor onze kleindochter gekocht en werden heel goed geholpen door een grote jongen die nog niet heel erg goed Nederlands sprak maar ontzettend zijn best deed om dat zo goed mogelijk te doen en ons alles goed uitlegde. Ook de jongen die de fiets klaar ging maken was erg aardig en behulpzaam.,Biking,3
334,334,334,334,7IPiMuPTR7XjhkuKWSSVfLs02nqwox8EWvA3HcOMnF4=,2,10,896.0,offline,sale,HELMET MTB GIRO TAO BLUE,HELMET MTB,MTB BIKES AND E,1,39.99,7IPiMuPTR7XjhkuKWSSVfLs02nqwox8EWvA3HcOMnF4=,,"Ik werd heel aardig geholpen door een medewerker. Alleen rook hij erg naar zweet.Daar kan die arme man mischien weinig aan doen, maar een beetje Deo doet wonderen.Mvg",3,2023-04-23 13:24:52,,,". I was helped very nicely by an employee. Only he smelled very much of sweat. That poor man may not be able to do much about that, but a little Deo works wonders. Kind regards.",". Ik werd heel aardig geholpen door een medewerker. Alleen rook hij erg naar zweet.Daar kan die arme man mischien weinig aan doen, maar een beetje Deo doet wonderen.Mvg",Biking,3
336,336,336,336,YKNIUNWzynXTowurij7qY4nQCZe4w2lHUlDd1IBJsSc=,1,10,664.0,offline,sale,CYCLING SHORTS RC500 WOMAN NAVY LILAC,GAR SUM RD W,ROAD BIKE AND E,1,14.99,YKNIUNWzynXTowurij7qY4nQCZe4w2lHUlDd1IBJsSc=,,"Gekozen, gepast, betaalt en klaar. Top!",4,2022-08-02 08:34:37,,,". Chosen, fitted, paid and done. Top!",". Gekozen, gepast, betaalt en klaar. Top!",Biking,2
337,337,337,337,iMYJ2+QISYZRFw8Rd9+U2LZ8Q9T2zZ+PuGfgHH2neLw=,1,10,1186.0,offline,sale,CYCLING SHORTS RC500 WOMAN NAVY LILAC,GAR SUM RD W,ROAD BIKE AND E,1,19.99,iMYJ2+QISYZRFw8Rd9+U2LZ8Q9T2zZ+PuGfgHH2neLw=,Best truitje,"Op warme dag gedragen,  blijft koel en droog",4,2023-06-15 12:44:24,,,"Best sweater. Worn on a hot day, stays cool and dry","Best truitje. Op warme dag gedragen,  blijft koel en droog",Biking,1
338,338,338,338,iMYJ2+QISYZRFw8Rd9+U2LZ8Q9T2zZ+PuGfgHH2neLw=,1,10,1186.0,offline,sale,CYCLING SHORTS RC500 WOMAN NAVY LILAC,GAR SUM RD W,ROAD BIKE AND E,1,19.99,iMYJ2+QISYZRFw8Rd9+U2LZ8Q9T2zZ+PuGfgHH2neLw=,Fijne zit,"Langdurige buitenrit gedaan.  Geen zadelpijn,  geen kapotte huid.",4,2023-06-15 12:42:41,,,"Nice seat. Did a long outdoor ride. No saddle sores, no broken skin.","Fijne zit. Langdurige buitenrit gedaan.  Geen zadelpijn,  geen kapotte huid.",Biking,3
354,354,354,354,N+nHCUyAOZXx4Q5irqDiqJvlU4Xlll7q5tgA3nb6SGY=,1,10,256.0,offline,sale,FOLDING BIKE OXYLANE 100 BLACK,COMPACT BIKE,URBAN/FOLDING B,1,229.99,N+nHCUyAOZXx4Q5irqDiqJvlU4Xlll7q5tgA3nb6SGY=,Geweldig,Makkelijk,5,2023-05-31 16:53:50,,,Awesome. Comfortable,Geweldig. Makkelijk,Biking,1
355,355,355,355,N+nHCUyAOZXx4Q5irqDiqJvlU4Xlll7q5tgA3nb6SGY=,1,10,256.0,offline,sale,FOLDING BIKE OXYLANE 100 BLACK,COMPACT BIKE,URBAN/FOLDING B,1,229.99,N+nHCUyAOZXx4Q5irqDiqJvlU4Xlll7q5tgA3nb6SGY=,,Snel en goed geholpen,5,2023-05-31 16:53:21,,,. Quick and good help,. Snel en goed geholpen,Biking,2
380,380,380,380,EZ+il1WKA6xg4api4H9l+7tvW1icGeAHOhD+Gf2Yxfo=,1,10,1161.0,offline,sale,BIKE LOCK 920 CHAIN PLUG IN,BIKE LOCKS,BIKE ACCESSORIE,1,19.99,EZ+il1WKA6xg4api4H9l+7tvW1icGeAHOhD+Gf2Yxfo=,,"Goede service, alleen erg jammer dat er weinig personeel aanwezig was bij de desbetreffende afdeling waardoor ik 1 uur in de winkel heb moeten wachten omdat er maar 1 persoon merendeels vd vragen kon beantwoorden naar de klanten toe.",5,2022-01-22 12:31:08,,,". Good service, but it's a pity that there were few staff present in the relevant department, which meant I had to wait 1 hour in the store because only 1 person could answer most of the customers' questions.",". Goede service, alleen erg jammer dat er weinig personeel aanwezig was bij de desbetreffende afdeling waardoor ik 1 uur in de winkel heb moeten wachten omdat er maar 1 persoon merendeels vd vragen kon beantwoorden naar de klanten toe.",Biking,3
381,381,381,381,IfhrciJQ1nKX0dO14dUKZ07CfythLBbV7u+unJL8Ju4=,1,10,2095.0,offline,sale,CHAIN BIKE LOCK 520 2021,BIKE LOCKS,BIKE ACCESSORIE,1,29.99,IfhrciJQ1nKX0dO14dUKZ07CfythLBbV7u+unJL8Ju4=,,"De reden waarom ik een slecht geef is dat jullie de rugby sport verwaarlozen. Waar we vroeger erg blij waren met de decathlon is dat nu verleden tijd.Decathlon had altijd een mooi gangpad met allemaal rugby kleren en toebehoren.Nu is dat vervallen tot een rekje van 2,5 m met een extreem slecht assortiment.Echt HEEL jammer! Wij gaan voortaan voor rugby kleding naar de Rugbyshop of rechtstreeks naar Canterbury. Want bij jullie kunnen we alleen nog terecht voor zaken betreffende outdoor.Daarnaast is jullie fiets afdeling alleen voor mensen met een slanke taille. Ook dat is erg jammer. Hierdoor was ik al geen klant meer en zal het ook niet meer worden. Sterker nog, ik word door jullie personeel verwezen naar andere zaken omdat het een veel gehoorde klacht is. Geeft je toch te denken.....Maar gezien de drukt in jullie zaken zullen mijn opmerkingen geen weerklank vinden.Oh, en wees niet bang, ik ben geen marketeer of medewerker van een sportmerk.Ik hoor graag van jullie, want ik sta altijd open voor een gesprek hierover.",3,2023-02-28 14:51:51,,,". The reason why I give a bad rating is that you guys are neglecting the sport of rugby. Where we used to be very happy with the Decathlon, that is now a thing of the past. Decathlon always had a nice aisle with all kinds of rugby clothes and accessories. Now that has been reduced to a 2.5 m rack with an extremely poor range. It's a real shame! From now on we will go to the Rugby Shop or directly to Canterbury for rugby clothing. Because we can only contact you for outdoor matters. In addition, your bicycle department is only for people with a slim waist. That is also very unfortunate. As a result, I was no longer a customer and never will be again. In fact, I am referred to other matters by your staff because it is a common complaint. Gives you something to think about.....But given the pressure in your business, my comments will not resonate. Oh, and don't be afraid, I am not a marketer or employee of a sports brand. I would like to hear from you, because I stand always open to a conversation about this.",". De reden waarom ik een slecht geef is dat jullie de rugby sport verwaarlozen. Waar we vroeger erg blij waren met de decathlon is dat nu verleden tijd.Decathlon had altijd een mooi gangpad met allemaal rugby kleren en toebehoren.Nu is dat vervallen tot een rekje van 2,5 m met een extreem slecht assortiment.Echt HEEL jammer! Wij gaan voortaan voor rugby kleding naar de Rugbyshop of rechtstreeks naar Canterbury. Want bij jullie kunnen we alleen nog terecht voor zaken betreffende outdoor.Daarnaast is jullie fiets afdeling alleen voor mensen met een slanke taille. Ook dat is erg jammer. Hierdoor was ik al geen klant meer en zal het ook niet meer worden. Sterker nog, ik word door jullie personeel verwezen naar andere zaken omdat het een veel gehoorde klacht is. Geeft je toch te denken.....Maar gezien de drukt in jullie zaken zullen mijn opmerkingen geen weerklank vinden.Oh, en wees niet bang, ik ben geen marketeer of medewerker van een sportmerk.Ik hoor graag van jullie, want ik sta altijd open voor een gesprek hierover.",Biking,6
